,tweet,date,hashtag,retweets,tokenized_tweet
415,9/ UNITED KINGDOM – SuRie Key: Bb Major (Terrible; one of the worst keys going) Key Change? No (Good) Tempo: 116bpm (Dicey; very close to 2000 's loser) #Eurovision pic.twitter.com/opXSfvRPTP,2018-05-12 12:51:32,#Eurovision,15,unit kingdom suri key bb major terribl worst key go key chang good tempo bpm dicey close loser eurovis pic twitter com opxsfvrptp
416,"Hey @EBU_HQ are you legit telling us that there will be no Blu-Ray release AGAIN? Is this 2000 ? Sort it, please! @Eurovision #Eurovision #ESC2018 #Eurovision2018 #AllAboard",2018-05-12 12:50:41,#Eurovision #ESC2018 #Eurovision2018 #AllAboard,0,hey ebu hq legit tell blu ray releas sort eurovis eurovis esc eurovis allaboard
417,#Portugal sounds like @janesiberry from the mid 2000 ’s - all breathy singing #Eurovision,2018-05-12 12:48:26,#Portugal #Eurovision,0,portug sound like janesiberri mid breathi sing eurovis
418,Ringard 2000 #nor #Eurovision #Eurovision2018,2018-05-12 12:43:15,#nor #Eurovision #Eurovision2018,0,ringard eurovis eurovis
419,The soundtrack to every internet provider advert around the year 2000 #estonia #Eurovision,2018-05-12 12:40:16,#estonia #Eurovision,0,soundtrack internet provid advert year estonia eurovis
420,ESTONIA ME MOLA #Eurovision,2018-05-12 12:40:13,#Eurovision,0,estonia mola eurovis
421,6/ ESTONIA – Elina Nechayeva Key: D minor (Great – has won three times since 2000 ) Key Change? No (Good) Tempo: 96bpm (Bad; and shares some maths with the 128bpm killer) Language: Italian (Canny) #Eurovision pic.twitter.com/3ueWy59q5R,2018-05-12 12:36:37,#Eurovision,4,estonia elina nechayeva key minor great won time key chang good tempo bpm bad share math bpm killer languag italian canni eurovis pic twitter com uewi
422,Why does this remind me of 2000 's UK pop #AUT #Eurovision,2018-05-12 12:35:38,#AUT #Eurovision,0,doe remind uk pop aut eurovis
423,"Austria, I like it, really like it OwO #Eurovision",2018-05-12 12:35:16,#Eurovision,0,austria like realli like owo eurovis
424,This dudes outfit is what people in the 70s thought we'd be wearing in the year 2000 #Eurovision,2018-05-12 12:35:12,#Eurovision,4,dude outfit peopl thought wear year eurovis
425,He's sending me early 2000 's R&B Sexy Dude Vibes #Eurovision #AUT,2018-05-12 12:34:49,#Eurovision #AUT,0,send earli sexi dude vibe eurovis aut
426,This is like something we would have put out for Eurovision in the early 2000 ’s #Austria #eurovision,2018-05-12 12:34:35,#Austria #eurovision,0,like eurovis earli austria eurovis
427,Lituania: lets make a boring song and end it with the typical happy couple scene Isso nao vos vai fazer ganhar tho #Eurovision,2018-05-12 12:33:38,#Eurovision,0,lituania let make bore song end typic happi coupl scene isso nao vo vai fazer ganhar tho eurovis
428,Slovenia are very early 2000 ’s. Not in a good way. #eurovision,2018-05-12 12:30:49,#eurovision,0,slovenia earli good way eurovis
429,"#SLO feels very #Eurovision . But like 2000 eurovision. And I told you that gimmick with the music stopping was gonna be awkward tonight. Well done, two-days-ago-Ben! #nailedit",2018-05-12 12:27:57,#SLO #Eurovision #nailedit,0,slo feel eurovis like eurovis told gimmick music stop gon na awkward tonight day ago ben nailedit
430,Slovenia hasn't left the early 2000 's #Eurovision,2018-05-12 12:26:12,#Eurovision,0,slovenia hasn left earli eurovis
431,"I like #UKR ’s entry, it’s like a mid- 2000 ’s WWF wrestler’s entrance. #eurovision",2018-05-12 12:20:27,#UKR #eurovision,0,like ukr entri like mid wwf wrestler entranc eurovis
433,Ballads have been a traditional staple for success & we had a resurgence in late 2000 ’s/early 2010’s with but that’s diminishing now for more upbeat dance (Loren “Euphoria”/Måns Zelmerlöw “Heroes” or acoustic genres) #Eurovision #EurovisionGeek #ESC2018 #ESC18 #Eurovision2018,2018-05-12 12:12:23,#Eurovision #EurovisionGeek #ESC2018 #ESC18 #Eurovision2018,0,ballad tradit stapl success resurg late earli diminish upbeat danc loren euphoria mån zelmerlöw hero acoust genr eurovis eurovisiongeek esc esc eurovis
434,"#eurovision I'll point out I've seen NONE of the acts so far. I like to go in blind, and enjoy surprises. Much like my sex life in the early 2000 's,",2018-05-12 12:10:44,#eurovision,0,eurovis ll point ve seen act far like blind enjoy surpris like sex life earli
435,So happy #Eurovision everyone This year free at #CoventryPride2018 we’ll be welcoming UK Eurovision 2000 Star @NickiFrenchie to our main stage - how exciting is that @bbceurovision #covpride18 @mainstagemgt #BeYou 9-10 June https:// twitter.com/pridecov/statu s/994664563890049024 …,2018-05-12 12:08:53,#Eurovision #CoventryPride2018 #covpride18 #BeYou,6,happi eurovis year free coventryprid ll welcom uk eurovis star nickifrenchi main stage excit bbceurovis covprid mainstagemgt beyou june http twitter com pridecov statu
436,"I went in Lisbon in about 2000 , LOVED it - Such warmth from both the people and the weather, and endless great fish dishes. I need to go back... awesome trailer there in #EUROVISION reminding me!",2018-05-12 12:03:02,#EUROVISION,0,went lisbon love warmth peopl weather endless great fish dish need awesom trailer eurovis remind
437,"It's 20:00 BST/21:00 CEST! It's the start of #Eurovision Song Contest on @BBCOne from Portugal on the Eurovision link! So, #AllAboard ! - Al.",2018-05-12 12:01:26,#Eurovision #AllAboard,0,bst cest start eurovis song contest bbcone portug eurovis link allaboard al
438,"Suspend all reality, credulity and taste - musical and otherwise - for the next three hours. It’s 2000 BST (and, much more importantly, 2000 in Lisbon) which means it just has to be ... #Eurovision2018 #Eurovision pic.twitter.com/dztJ637iOn",2018-05-12 12:00:15,#Eurovision2018 #Eurovision,1,suspend realiti credul tast music hour bst importantli lisbon mean just eurovis eurovis pic twitter com dztj ion
439,"8/ STAGE PERFORMANCE This isn't musical, per se, but it's important to make sure that the people you invite on stage (maximum of six) don't do anything to jeopardise your chances. This is what winners (and losers) have done since 2000 #Eurovision pic.twitter.com/pbtfD1H5WW",2018-05-12 11:59:38,#Eurovision,4,stage perform isn music se import make sure peopl invit stage maximum don jeopardis chanc winner loser eurovis pic twitter com pbtfd ww
440,Between 1957 - 1999 the United Kingdom never finished lower than 13th @Eurovision However since 2000 the UK have only finished in the top 13 three times: 2002 - Jessica Garlick 3rd 2009 - Jade Ewan 5th 2011 - Blue 11th Can @surieofficial do it for UK tonight? #Eurovision,2018-05-12 11:57:49,#Eurovision,0,unit kingdom finish lower th eurovis uk finish time jessica garlick rd jade ewan th blue th surieoffici uk tonight eurovis
441,c/f Nathalie Sorce in 2000 who tried to do a SIX SEMITONE* KEY CHANGE and absolutely fucked it... https://www. youtube.com/watch?v=86yZbv PuApw … #Eurovision *A six semitone interval is known as 'diabolus in musica' (a.k.a. The Devil In Music) because it's so deeply unpleasant.,2018-05-12 11:43:45,#Eurovision,5,nathali sorc tri semiton key chang absolut fuck youtub com watch yzbv puapw eurovis semiton interv known diabolu musica devil music deepli unpleas
442,"Moreover, there are three keys in particular that have done disproportionately well in recent contests. Although there are 24 possible keys to choose from, D minor, G minor and A minor have all won three times each since 2000 . All are punching well above their weight #Eurovision",2018-05-12 11:36:54,#Eurovision,6,key particular disproportion recent contest possibl key choos minor minor minor won time punch weight eurovis
443,Flag up. Lights rigged. Backtime calculations done so that YouTube playlist of all winners ends bang on 20:00 :00. #pro #Eurovision,2018-05-12 11:35:41,#pro #Eurovision,0,flag light rig backtim calcul youtub playlist winner end bang pro eurovis
444,"Live on BBC 1 from 20:00 , its the #Eurovision song contest final. Presumably, given the Brexit situation, the United Kingdom won't fare well, but will current favourites Cyprus win? Bet https:// bit.ly/2rCGQE6 pic.twitter.com/W7avAG9aW3",2018-05-12 11:15:00,#Eurovision,0,live bbc eurovis song contest final presum given brexit situat unit kingdom won fare current favourit cypru win bet http bit ly rcgqe pic twitter com avag aw
445,"Tonight is the night, everyone! We will be live from 20:00 CET to build up to the #Eurovision final, and back online straight after for the reactions from what is surely an exciting night in #Lisbon ! #AllAboard http:// escunited.com/lisbon-live-fo llow-our-eurovision-2018-pre-show-and-post-show-here/ … pic.twitter.com/Sczl955oYI",2018-05-12 09:49:13,#Eurovision #Lisbon #AllAboard,1,tonight night live cet build eurovis final onlin straight reaction sure excit night lisbon allaboard http escunit com lisbon live fo llow eurovis pre post pic twitter com sczl oyi
446,#eurovision countdown continues. Watch on BBCOne from 20:00 BST https:// twitter.com/bbceurovision/ status/995338323173486592 …,2018-05-12 09:46:19,#eurovision,0,eurovis countdown continu watch bbcone bst http twitter com bbceurovis statu
454,#eurovision countdown continues. Watch on @BBCOne from 20:00 BST https:// twitter.com/bbceurovision/ status/995338323173486592 …,2018-05-12 09:34:48,#eurovision,22,eurovis countdown continu watch bbcone bst http twitter com bbceurovis statu
455,#Eurovision The celebration of everything European except: -good music - around 2000 years of European history and culture - etc etc etc,2018-05-12 09:24:17,#Eurovision,0,eurovis celebr european good music year european histori cultur
456,"#FlashBackHits #Eurovision The 1st win of this century went to Denmark #DEN by a massive 40 pts. A fan favourite, peaked at No.160 in the UK charts. Eurovision 2000 Winner - Denmark Olsen Brothers -Fly On The Wings Of Lov... https:// youtu.be/F-JwiYlg5Gc via @YouTube",2018-05-12 09:19:39,#FlashBackHits #Eurovision #DEN,0,flashbackhit eurovis st win centuri went denmark den massiv pt fan favourit peak uk chart eurovis winner denmark olsen brother fli wing lov http youtu jwiylg gc youtub
457,#Eurovision 2002 Tallinn It’s not all doom & gloom in the 2000 ’s Jessica Garlick comes 3rd with ‘Come back’ Classy song. https://www. youtube.com/watch?v=2NSR5r Sk0Cs …,2018-05-12 09:16:00,#Eurovision,0,eurovis tallinn doom gloom jessica garlick come rd come classi song youtub com watch nsr sk cs
458,#Eurovision 1987 It gets worse In fact our worst result pre 2000 13th place for Rikki's dreadful ‘runner in the night’ in Brussels https://www. youtube.com/watch?v=QJ778b wvxfk …,2018-05-12 09:01:00,#Eurovision,0,eurovis get wors fact worst result pre th place rikki dread runner night brussel youtub com watch qj wvxfk
459,"Tonight's #Eurovision isn't the first time Israel dressed an important message up in deceptive frivolity, as their entry. This show-opener from them in Stockholm 2000 CLEARLY miles ahead of its time; https://www. youtube.com/watch?v=3uNfhj 66GOo … #AllAboard",2018-05-12 08:45:51,#Eurovision #AllAboard,0,tonight eurovis isn time israel dress import messag decept frivol entri open stockholm clearli mile ahead time youtub com watch unfhj goo allaboard
460,"Tonight we have the honor of being part of @Eurovision opening ! We did the soundtrack for the flag parade and we will perform it live, 20:00 PM don’t miss it! #eurovision @aidanklessic pic.twitter.com/RZbNSehiBF",2018-05-12 07:07:56,#eurovision,5,tonight honor eurovis open did soundtrack flag parad perform live pm don miss eurovis aidankless pic twitter com rzbnsehibf
461,"I'm back in my own home and sitting in my room. I'm very emotional right now. I'm exhausted emotionally and physically. No rest for the weary though, @Eurovision being syndicated on @BBCEurovision via @BBCOne tonight at 20:00 . @Katie_Monstah , are you staying up? #Eurovision",2018-05-12 06:03:58,#Eurovision,0,home sit room emot right exhaust emot physic rest weari eurovis syndic bbceurovis bbcone tonight kati monstah stay eurovis
462,"#Eurovision from Lisbon tonight at 8pm. Hear my chat with the UK's 2000 contest entrant @NickiFrenchie on last night's #Drivetime @Gateway978 , and her tip for this year's winner. https://www. gateway978.com/blogs/drivetim e/eurovision-2018-ros-chats-to-nicki-french-on-drivetime … pic.twitter.com/vsHV31OhVB",2018-05-12 05:48:09,#Eurovision #Drivetime,1,eurovis lisbon tonight pm hear chat uk contest entrant nickifrenchi night drivetim gateway tip year winner gateway com blog drivetim eurovis ro chat nicki french drivetim pic twitter com vshv ohvb
463,"My favourite all time #Eurovision moment was the opening of the 2000 contest, in the arena with the build up to the girl saying 'Welcome Europe!' Yes I'm waving one of those wee lights, most exciting 2 minutes of my life! pic.twitter.com/s5WqIdBWyd",2018-05-12 05:37:00,#Eurovision,0,favourit time eurovis moment open contest arena build girl say welcom europ ye wave wee light excit minut life pic twitter com wqidbwyd
464,The latest EduRed 2000 ! https:// paper.li/jgallego_a/134 5284923?edition_id=784514d0-55cd-11e8-9031-0cc47a0d15fd … #eurovision #visión,2018-05-12 03:16:05,#eurovision #visión,0,latest edur http paper li jgallego edit id cd cc fd eurovis visión
465,One of my very favourite #Eurovision songs was Latvia in *checks* 2000 (omg!) My Star. I liked it so much I bought Brainstorm's album. https:// youtu.be/N1y9xhmMSDk,2018-05-12 03:07:38,#Eurovision,0,favourit eurovis song latvia check omg star like bought brainstorm album http youtu xhmmsdk
466,"Sod the Royal Wedding next weekend, tonight is the #Eurovision Song Contest 2018! We’re all set for a right royal Eurovish party. Join me tonight ( 20:00 BST) for #ESCbyKate , an alternative commentary on the world’s biggest [and campest] music show. pic.twitter.com/ivj8liwLWi",2018-05-12 02:59:38,#Eurovision #ESCbyKate,7,sod royal wed weekend tonight eurovis song contest set right royal eurovish parti join tonight bst escbyk altern commentari world biggest campest music pic twitter com ivj liwlwi
467,Happy #Eurovision Day! Next up is @NickiFrenchie who represented the UK in 2000 at the Globe Arena in Stockholm! Performance Video: http:// youtu.be/5emloIofl-k #DontPlayThatSongAgain pic.twitter.com/lcqMkYLBg2,2018-05-12 02:34:40,#Eurovision #DontPlayThatSongAgain,5,happi eurovis day nickifrenchi repres uk globe arena stockholm perform video http youtu emloiofl dontplaythatsongagain pic twitter com lcqmkylbg
468,"WoW! My sorry excuse for a video, where I explain why #Italy is my favourite entry this year has been watched over 2000 times. https:// youtu.be/8UZUL7Ft1IE #Eurovision #MetaMoro",2018-05-12 01:41:12,#Italy #Eurovision #MetaMoro,2,wow sorri excus video explain itali favourit entri year watch time http youtu uzul ft eurovis metamoro
469,"Tonight #Europe & #Australia come together to celebrate diverse cultures and languages, the #Eurovision final starts at 20:00 GMT/21:00 CET ( @BBCOne in the UK). #AllAboard pic.twitter.com/8fdtFqlQL2",2018-05-11 21:22:50,#Europe #Australia #Eurovision #AllAboard,2,tonight europ australia come celebr divers cultur languag eurovis final start gmt cet bbcone uk allaboard pic twitter com fdtfqlql
470,"Алсу — Solo Russia, 2000 (2) #Eurovision pic.twitter.com/GOrbV5xbn5",2018-05-11 09:48:54,#Eurovision,0,алсу solo russia eurovis pic twitter com gorbv xbn
471,2007 Eric Papilaya for Austria 2005 Wig Wam for Norway 2009 AySel and Arash for Azerbaijan 2000 Stefan Raab for Germany #Eurovision pic.twitter.com/DPpAeBJdjw,2018-05-11 06:55:35,#Eurovision,0,eric papilaya austria wig wam norway aysel arash azerbaijan stefan raab germani eurovis pic twitter com dppaebjdjw
472,Tonight we have a #Eurovision warm up party! On stage: @NickiFrenchie year 2000 UK Eurovision contestant with @MissPennyDQ And in the Club Bar we have @phil_marriott with ‘Countdown: Top 30 Euro Stars’ until 4am pic.twitter.com/IFyT6L2Fyb,2018-05-11 05:17:57,#Eurovision,4,tonight eurovis warm parti stage nickifrenchi year uk eurovis contest misspennydq club bar phil marriott countdown euro star pic twitter com ifyt fyb
473,"1999 Charlotte Nilsson for Sweden 2000 Olsen Brothers for Denmark 2001 Tanel Padar, Dave Benton and 2XL for Estonia I'm totally starting to see a hot pink trend as well. #Eurovision pic.twitter.com/Nzp8uUZlrb",2018-05-11 05:02:45,#Eurovision,0,charlott nilsson sweden olsen brother denmark tanel padar dave benton xl estonia total start hot pink trend eurovis pic twitter com nzp uuzlrb
474,"Jedward came 8th in 2011, which is still the best result for Ireland since Eamonn Toll in 2000 , who came in 6th (and there were no semis that year). So seven years. #Eurovision #AllAboard #Jedward",2018-05-10 21:19:41,#Eurovision #AllAboard #Jedward,0,jedward came th best result ireland eamonn toll came th semi year seven year eurovis allaboard jedward
475,In some respect it’s no surprise Latvia haven’t qualified as they’ve only managed twice in the last 9 years. It’s a far cry from winning & placing well in early 2000 ’s. The song wasn’t bad but they’ve been pipped to the post by more standout acts. #Eurovision #EurovisionGeek,2018-05-10 21:12:51,#Eurovision #EurovisionGeek,0,respect surpris latvia haven qualifi ve manag twice year far win place earli song wasn bad ve pip post standout act eurovis eurovisiongeek
476,"Denmark will be hoping to return to consistent grand final placings of the late 2000 ’s/early 2010’s but Rasmussen is so different compared to their usual entries, more like a Finnish hard rock entry in some respect. I am quite surprised they qualified. #Eurovision #EurovisionGeek",2018-05-10 16:11:14,#Eurovision #EurovisionGeek,0,denmark hope return consist grand final place late earli rasmussen differ compar usual entri like finnish hard rock entri respect quit surpris qualifi eurovis eurovisiongeek
477,QUALIFIED FOR THE GRAND FINAL: 1. Serbia 2. Moldova 3. Hungary 4. Ukraine 5. Sweden 6. Australia 7. Norway 8. Denmark 9. Slovenia 10. The Netherlands #Eurovision #Eurovision2018,2018-05-10 14:10:39,#Eurovision #Eurovision2018,0,qualifi grand final serbia moldova hungari ukrain sweden australia norway denmark slovenia netherland eurovis eurovis
478,German singer Michael doing the 2000 danish entry brought back so many memories #Eurovision,2018-05-10 14:03:06,#Eurovision,0,german singer michael do danish entri brought memori eurovis
479,he deadass just sang the danish winner song from 2000 #Eurovision,2018-05-10 14:02:04,#Eurovision,0,deadass just sang danish winner song eurovis
480,I need a pre 2000 theme in #eurovision pls for 2019,2018-05-10 13:36:18,#eurovision,0,need pre theme eurovis pl
481,#SLO destiny childs début 2000 @CriolaPreta #Eurovision,2018-05-10 13:20:40,#SLO #Eurovision,1,slo destini child début criolapreta eurovis
482,This guy is stuck in 2000 #Eurovision,2018-05-10 13:12:57,#Eurovision,0,guy stuck eurovis
483,#HUN Is everything my whiny white boy band heart and early-mid 2000 's anime opening heart desires. #eurovision,2018-05-10 13:03:05,#HUN #eurovision,0,hun whini white boy band heart earli mid anim open heart desir eurovis
484,"Okay, my bad. DEFINITELY not a boyband. More like a rock band, a 2000 one. It has a sound similar to #LinkinPark . #Eurovision",2018-05-10 13:03:04,#LinkinPark #Eurovision,0,okay bad definit boyband like rock band sound similar linkinpark eurovis
485,2000 's teenage rock'n'roll #hungary #Eurovision,2018-05-10 13:02:50,#hungary #Eurovision,0,teenag rock roll hungari eurovis
486,I'm so here for this 2000 's alternative sound. #Hungary #HUN #Allaboard #Eurovision,2018-05-10 13:02:15,#Hungary #HUN #Allaboard #Eurovision,0,altern sound hungari hun allaboard eurovis
487,Is anyone else reminded of the big tvs from Eurovision 2000 ? No? Okay. #eurovision #mlt,2018-05-10 12:56:59,#eurovision #mlt,0,remind big tv eurovis okay eurovis mlt
488,"09: Australia #AUS That'll do well, although it's very 2000 'y pop #Eurovision",2018-05-10 12:45:35,#AUS #Eurovision,0,australia au ll pop eurovis
489,"Oh robots, are we in 2000 ? #SanMarino #Eurovision #ESCita",2018-05-10 12:20:31,#SanMarino #Eurovision #ESCita,0,oh robot sanmarino eurovis escita
490,Class that San Marino are bringing RoboSapien back from the 2000 ’s #Eurovision #SMR pic.twitter.com/zADy6y5bR5,2018-05-10 12:20:03,#Eurovision #SMR,0,class san marino bring robosapien eurovis smr pic twitter com zadi br
491,"1/ KEY, TONALITY AND PITCH Contrary to popular belief, modern Eurovision winners aren't the happy, shiny pop songs that people always imagine they are. Most winners since 2000 have been minor key – with D minor, G minor and A minor having turned in three wins each #Eurovision pic.twitter.com/V4EQGg3kAX",2018-05-10 11:55:24,#Eurovision,0,key tonal pitch contrari popular belief modern eurovis winner aren happi shini pop song peopl imagin winner minor key minor minor minor have turn win eurovis pic twitter com eqgg kax
492,Look out for #SanMarino 's dancing robots and #Denmark 's #GameOfThrones The Musical acts in tonight's #Eurovision Semi Final 2! 20:00 BBC Four @Eurovision @bbceurovision #GoT pic.twitter.com/mwzuXSooob,2018-05-10 11:31:58,#SanMarino #Denmark #GameOfThrones #Eurovision #GoT,0,look sanmarino danc robot denmark gameofthron music act tonight eurovis semi final bbc eurovis bbceurovis got pic twitter com mwzuxsooob
493,Just had the BEST chat with Eurovision legend ( #UK entry in 2000 - finished 16th!) @NickiFrenchie chatting all things #Eurovision and of course her appearance at @PrideCov in June! - listen in Saturday from 10am @962TouchFM #BeYou pic.twitter.com/4geDONue8D,2018-05-10 11:23:34,#UK #Eurovision #BeYou,3,just best chat eurovis legend uk entri finish th nickifrenchi chat thing eurovis cours appear pridecov june listen saturday touchfm beyou pic twitter com gedonu
494,Tonight is the night! The #Eurovision of amateur arts is taking place in Ljubljana. The winner of the first #AmateoAward will be announced around 20:00 BST. https:// twitter.com/amateoeurope/s tatus/994634431079047168 …,2018-05-10 10:58:35,#Eurovision #AmateoAward,0,tonight night eurovis amateur art take place ljubljana winner amateoaward announc bst http twitter com amateoeurop tatu
495,Or watch Eurovision second semi-final on BBC4 from 20:00 ! #Eurovision https:// twitter.com/Rachael_Swindo n/status/994620794763403264 …,2018-05-10 10:46:32,#Eurovision,0,watch eurovis second semi final bbc eurovis http twitter com rachael swindo statu
496,20:00 (CET) / 21:00 en España #EuroSemi2 Are you ready Europe? #Eurovision #ESC2018 #AllAboard pic.twitter.com/rLcu4nkzL1,2018-05-10 04:34:05,#EuroSemi2 #Eurovision #ESC2018 #AllAboard,0,cet en españa eurosemi readi europ eurovis esc allaboard pic twitter com rlcu nkzl
497,"On the show on @ribblefm tonight, @rogwhiteside2 is joined in the #ManCave by all round good guy, statto and gent @FerrisIF for an hour of chat at 19:00, before @TTNSRibbleFM plays an hour of #Eurovision hits from 20:00 ...ahead of this weekend's contest in Lisbon! pic.twitter.com/IirHA3nH9n",2018-05-10 04:27:46,#ManCave #Eurovision,5,ribblefm tonight rogwhitesid join mancav round good guy statto gent ferrisif hour chat ttnsribblefm play hour eurovis hit ahead weekend contest lisbon pic twitter com iirha nh
498,LAST CALL TO VOTE EUROPREDICTION 2018 SECOND SEMI FINAL (closes at 20:00 CET) #eurovision #oikotimes #allaboard #melfest #umk #DestinationEurovision #eestilaul #eestilaul2018 #srfesc #eurovisiongr http://www. oikotimes.com/vote,2018-05-10 03:14:42,#eurovision #oikotimes #allaboard #melfest #umk #DestinationEurovision #eestilaul #eestilaul2018 #srfesc #eurovisiongr,0,vote europredict second semi final close cet eurovis oikotim allaboard melfest umk destinationeurovis eestilaul eestilaul srfesc eurovisiongr oikotim com vote
499,BATTLE #3 in #WorldCupOfEurovisionWinners 1981 v 2000 Expand the thread for videos! #Eurovision,2018-05-10 00:00:54,#3 #WorldCupOfEurovisionWinners #Eurovision,3,battl worldcupofeurovisionwinn expand thread video eurovis
500,BATTLE #1 in #WorldCupOfEurovisionWinners 1974 v 2000 Expand the thread for videos! #Eurovision,2018-05-10 00:00:30,#1 #WorldCupOfEurovisionWinners #Eurovision,2,battl worldcupofeurovisionwinn expand thread video eurovis
501,"Little late #WarbleWednesday but since it’s #eurovision week here’s a classic, as ESC Radio would say lol #MyStar #Latvia #2000 #singingbear #singingcub http:// moby.to/w0u30a",2018-05-09 15:18:54,#WarbleWednesday #eurovision #MyStar #Latvia #2000 #singingbear #singingcub,0,littl late warblewednesday eurovis week classic esc radio say lol mystar latvia singingbear singingcub http mobi
502,"In 6th place is the #Eurovision winner for 2000 , Fly On The Wings Of Love by the Olsen Brothers with 46% (they fought a tougher battle than Hold Me Now, hence one place above) #WorldCupOfEurovisionWinners",2018-05-09 13:19:40,#Eurovision #WorldCupOfEurovisionWinners,0,th place eurovis winner fli wing love olsen brother fought tougher battl hold place worldcupofeurovisionwinn
503,Vote here for your top 10 from semi final 2 from #Eurovision 2018! -> https:// scorewiz.eu/rsvp/215519/CB m3w … Tomorrow I will put this link of voting together with my previous two sf2 voting links and reveal the results around 20:00 pic.twitter.com/cYtS1bkLxz,2018-05-09 12:11:05,#Eurovision,0,vote semi final eurovis http scorewiz eu rsvp cb tomorrow link vote previou sf vote link reveal result pic twitter com cyt bklxz
504,"We will be live from 20:00 CET once more, thank #YOU for your patience and support! Make sure to join us for the second semi-final jury show tonight! #Eurovision #ESC #AllAboard http:// escunited.com/lisbon-live-se mi-final-2-jury-show-live-stream/ … pic.twitter.com/b9Z38UQWrg",2018-05-09 10:23:08,#YOU #Eurovision #ESC #AllAboard,1,live cet thank patienc support make sure join second semi final juri tonight eurovis esc allaboard http escunit com lisbon live se mi final juri live stream pic twitter com uqwrg
505,**JURY SHOW LIVE STREAM** Follow the second semi-final's jury show on our live stream with Matt and co from 20:00 CET here! #Eurovision #AllAboard #escYOUnited https:// youtu.be/eJatmMzMoKQ,2018-05-09 10:05:40,#Eurovision #AllAboard #escYOUnited,2,juri live stream follow second semi final juri live stream matt cet eurovis allaboard escyounit http youtu ejatmmzmokq
506,We will be going live at 20:00 CET for the jury show for semi-final 2! It is on a different channel so make sure to spread the word! #Eurovision #AllAboard #escYOUnited https:// youtu.be/eJatmMzMoKQ,2018-05-09 09:09:05,#Eurovision #AllAboard #escYOUnited,3,go live cet juri semi final differ channel make sure spread word eurovis allaboard escyounit http youtu ejatmmzmokq
507,"Ooh, Ruslana is performing at the #Eurovision village on Saturday at 18:00. Apparently, she'll be finished in time for the screening of the Final at 20:00 . That seems... optimistic.",2018-05-09 07:47:29,#Eurovision,0,ooh ruslana perform eurovis villag saturday appar ll finish time screen final optimist
508,"Wow @pac_action very impression, numerous projects supporting homeliness, young adults, mental health, wellbeing and so much more! Growth year on year since 2000 , how did IT support their efficiencies? #Eurovision @Affilius_Group pic.twitter.com/pZsLt9PhY0",2018-05-09 04:52:00,#Eurovision,3,wow pac action impress numer project support homeli young adult mental health wellb growth year year did support effici eurovis affiliu group pic twitter com pzslt phi
509,Early 2000 's trip back in time from Switzerland #Eurovision,2018-05-09 04:18:59,#Eurovision,0,earli trip time switzerland eurovis
510,Some very early 2000 ’s space aesthetic from Austria’s Cezar. #Eurovision #SBSEurovision #AUT,2018-05-09 03:54:01,#Eurovision #SBSEurovision #AUT,0,earli space aesthet austria cezar eurovis sbseurovis aut
511,DAY 3 of #Eurovision week Eurovision 2000 04 Estonia *Ines* *Once In A Lifetime* 16:9 HQ https:// youtu.be/6JDTFuorUbA via @YouTube #Ines,2018-05-08 23:13:54,#Eurovision #Ines,0,day eurovis week eurovis estonia ine lifetim hq http youtu jdtfuoruba youtub ine
512,"Before you ask, yes I did watch all of semi-final 1 performances this morning even though I should be working on a 2000 word essay tomorrow #priorities #Eurovision",2018-05-08 17:36:02,#priorities #Eurovision,0,ask ye did watch semi final perform morn work word essay tomorrow prioriti eurovis
513,Croatia use to place really well in the late 90’s/early 2000 ’s so they’ll be quite disappointed failing to qualify after consecutive participation (2016-2017).In my opinion I’m afraid everything about the performance was cliche & the song rather boring #Eurovision #EurovisionGeek,2018-05-08 15:38:58,#Eurovision #EurovisionGeek,0,croatia use place realli late earli ll quit disappoint fail qualifi consecut particip opinion afraid perform clich song bore eurovis eurovisiongeek
514,"Just think, Ireland gave us a thrashing at Cheltenham, First 4 home in the National, Beat England in the 6 Nations, Won the 2000 Guineas and now they've targeting Eurovision! #Eurovision",2018-05-08 14:15:09,#Eurovision,0,just think ireland gave thrash cheltenham home nation beat england nation won guinea ve target eurovis eurovis
515,¿Lituania? ¿Irlanda? EXCUSE ME????? @Eurovision @eurovision_tve @eurospaincom #AllAboard #ESC2018 #Eurovision,2018-05-08 14:11:57,#AllAboard #ESC2018 #Eurovision,0,lituania irlanda excus eurovis eurovis tve eurospaincom allaboard esc eurovis
516,-Austria -Estonia -Cyprus -Lithuania -Israel -Czech Republic -Bulgaria -Albania -Finland -Ireland THE 10 QUALIFIED TO THE GRAND FINAL #AllAboard #Eurovision #ESC2018 @Eurovision #Spain,2018-05-08 14:10:26,#AllAboard #Eurovision #ESC2018 #Spain,0,austria estonia cypru lithuania israel czech republ bulgaria albania finland ireland qualifi grand final allaboard eurovis esc eurovis spain
517,trying to sell dvd's and cd's is sooooooooooo 2000 #eurovision #esc2018,2018-05-08 13:53:44,#eurovision #esc2018,0,tri sell dvd cd sooooooooooo eurovis esc
518,Austria repurposing the 2000 Olympic Cauldron #esc18 #eurovision #SBSEurovision #Eurovision2018 #aut pic.twitter.com/sWKtDyNytM,2018-05-08 13:36:54,#esc18 #eurovision #SBSEurovision #Eurovision2018 #aut,0,austria repurpos olymp cauldron esc eurovis sbseurovis eurovis aut pic twitter com swktdynytm
